"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","rt","stimulus","response","success","timeout","failed_images","failed_audio","failed_video","family","cluster","country","accuracy"
"street view slide show","image-button-response","47","197137","0.0-47.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_2_3.jpg","null","","","","","","1","2","2",""
"sv response","survey","48","210066","0.0-48.0","90602","","","","","","","","","","","","","12918","","{""prompt"":null,""ambiguous"":4,""objects"":5,""invisible"":4,""chaos"":4,""complex"":4}","","","","","","","","","[]"
"","html-button-response","49","211223","0.0-49.0","90602","","","","","","","","","","","","","1156","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","50","212224","0.0-50.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_2_2.jpg","null","","","","","","1","2","4",""
"street view slide show","image-button-response","51","213232","0.0-51.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_2_3.jpg","null","","","","","","1","2","4",""
"street view slide show","image-button-response","52","214239","0.0-52.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_2_5.jpg","null","","","","","","1","2","4",""
"street view slide show","image-button-response","53","215248","0.0-53.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_2_1.jpg","null","","","","","","1","2","4",""
"street view slide show","image-button-response","54","216261","0.0-54.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_2_4.jpg","null","","","","","","1","2","4",""
"sv response","survey","55","234279","0.0-55.0","90602","","","","","","","","","","","","","18005","","{""prompt"":null,""ambiguous"":2,""objects"":4,""invisible"":4,""chaos"":2,""complex"":2}","","","","","","","","","[]"
"","html-button-response","56","235471","0.0-56.0","90602","","","","","","","","","","","","","1192","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","57","236477","0.0-57.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_2_1.jpg","null","","","","","","1","2","1",""
"street view slide show","image-button-response","58","237488","0.0-58.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_2_5.jpg","null","","","","","","1","2","1",""
"street view slide show","image-button-response","59","238500","0.0-59.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_2_4.jpg","null","","","","","","1","2","1",""
"street view slide show","image-button-response","60","239519","0.0-60.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_2_2.jpg","null","","","","","","1","2","1",""
"street view slide show","image-button-response","61","240528","0.0-61.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_2_3.jpg","null","","","","","","1","2","1",""
"sv response","survey","62","253621","0.0-62.0","90602","","","","","","","","","","","","","13083","","{""prompt"":null,""ambiguous"":3,""objects"":2,""invisible"":2,""chaos"":4,""complex"":3}","","","","","","","","","[]"
"","html-button-response","63","254726","0.0-63.0","90602","","","","","","","","","","","","","1105","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","64","255732","0.0-64.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_4_4.jpg","null","","","","","","1","4","1",""
"street view slide show","image-button-response","65","256740","0.0-65.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_4_1.jpg","null","","","","","","1","4","1",""
"street view slide show","image-button-response","66","257748","0.0-66.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_4_5.jpg","null","","","","","","1","4","1",""
"street view slide show","image-button-response","67","258755","0.0-67.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_4_2.jpg","null","","","","","","1","4","1",""
"street view slide show","image-button-response","68","259761","0.0-68.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_4_3.jpg","null","","","","","","1","4","1",""
"sv response","survey","69","271179","0.0-69.0","90602","","","","","","","","","","","","","11407","","{""prompt"":null,""ambiguous"":4,""objects"":4,""invisible"":4,""chaos"":4,""complex"":4}","","","","","","","","","[]"
"","html-button-response","70","272553","0.0-70.0","90602","","","","","","","","","","","","","1373","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","71","273567","0.0-71.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_4_4.jpg","null","","","","","","1","4","3",""
"street view slide show","image-button-response","72","274578","0.0-72.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_4_5.jpg","null","","","","","","1","4","3",""
"street view slide show","image-button-response","73","275582","0.0-73.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_4_3.jpg","null","","","","","","1","4","3",""
"street view slide show","image-button-response","74","276600","0.0-74.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_4_2.jpg","null","","","","","","1","4","3",""
"street view slide show","image-button-response","75","277604","0.0-75.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_4_1.jpg","null","","","","","","1","4","3",""
"sv response","survey","76","292432","0.0-76.0","90602","","","","","","","","","","","","","14817","","{""prompt"":null,""ambiguous"":5,""objects"":2,""invisible"":4,""chaos"":4,""complex"":3}","","","","","","","","","[]"
"","html-button-response","77","293675","0.0-77.0","90602","","","","","","","","","","","","","1243","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","78","294687","0.0-78.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_4_1.jpg","null","","","","","","1","4","4",""
"street view slide show","image-button-response","79","295701","0.0-79.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_4_5.jpg","null","","","","","","1","4","4",""
"street view slide show","image-button-response","80","296710","0.0-80.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_4_3.jpg","null","","","","","","1","4","4",""
"street view slide show","image-button-response","81","297718","0.0-81.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_4_4.jpg","null","","","","","","1","4","4",""
"street view slide show","image-button-response","82","298728","0.0-82.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_4_2.jpg","null","","","","","","1","4","4",""
"sv response","survey","83","321560","0.0-83.0","90602","","","","","","","","","","","","","22820","","{""prompt"":null,""ambiguous"":3,""objects"":4,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","[]"
"","html-button-response","84","322540","0.0-84.0","90602","","","","","","","","","","","","","980","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","85","323549","0.0-85.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_4_3.jpg","null","","","","","","1","4","2",""
"street view slide show","image-button-response","86","324560","0.0-86.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_4_1.jpg","null","","","","","","1","4","2",""
"street view slide show","image-button-response","87","325575","0.0-87.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_4_5.jpg","null","","","","","","1","4","2",""
"street view slide show","image-button-response","88","326584","0.0-88.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_4_2.jpg","null","","","","","","1","4","2",""
"street view slide show","image-button-response","89","327594","0.0-89.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_4_4.jpg","null","","","","","","1","4","2",""
"sv response","survey","90","341368","0.0-90.0","90602","","","","","","","","","","","","","13761","","{""prompt"":null,""ambiguous"":2,""objects"":3,""invisible"":4,""chaos"":2,""complex"":2}","","","","","","","","","[]"
"","html-button-response","91","342567","0.0-91.0","90602","","","","","","","","","","","","","1198","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","92","343571","0.0-92.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_6_2.jpg","null","","","","","","1","6","1",""
"street view slide show","image-button-response","93","344583","0.0-93.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_6_3.jpg","null","","","","","","1","6","1",""
"street view slide show","image-button-response","94","345595","0.0-94.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_6_5.jpg","null","","","","","","1","6","1",""
"street view slide show","image-button-response","95","346609","0.0-95.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_6_4.jpg","null","","","","","","1","6","1",""
"street view slide show","image-button-response","96","347615","0.0-96.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_6_1.jpg","null","","","","","","1","6","1",""
"sv response","survey","97","356177","0.0-97.0","90602","","","","","","","","","","","","","8552","","{""prompt"":null,""ambiguous"":3,""objects"":2,""invisible"":4,""chaos"":4,""complex"":3}","","","","","","","","","[]"
"","html-button-response","98","357111","0.0-98.0","90602","","","","","","","","","","","","","933","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","99","358127","0.0-99.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_6_1.jpg","null","","","","","","1","6","3",""
"street view slide show","image-button-response","100","359135","0.0-100.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_6_2.jpg","null","","","","","","1","6","3",""
"street view slide show","image-button-response","101","360142","0.0-101.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_6_4.jpg","null","","","","","","1","6","3",""
"street view slide show","image-button-response","102","361152","0.0-102.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_6_3.jpg","null","","","","","","1","6","3",""
"street view slide show","image-button-response","103","362165","0.0-103.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_6_5.jpg","null","","","","","","1","6","3",""
"sv response","survey","104","383717","0.0-104.0","90602","","","","","","","","","","","","","21546","","{""prompt"":null,""ambiguous"":2,""objects"":2,""invisible"":1,""chaos"":2,""complex"":2}","","","","","","","","","[]"
"","html-button-response","105","384684","0.0-105.0","90602","","","","","","","","","","","","","966","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","106","385698","0.0-106.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_6_4.jpg","null","","","","","","1","6","4",""
"street view slide show","image-button-response","107","386702","0.0-107.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_6_1.jpg","null","","","","","","1","6","4",""
"street view slide show","image-button-response","108","387709","0.0-108.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_6_2.jpg","null","","","","","","1","6","4",""
"street view slide show","image-button-response","109","388716","0.0-109.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_6_3.jpg","null","","","","","","1","6","4",""
"street view slide show","image-button-response","110","389723","0.0-110.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_6_5.jpg","null","","","","","","1","6","4",""
"sv response","survey","111","402237","0.0-111.0","90602","","","","","","","","","","","","","12502","","{""prompt"":null,""ambiguous"":2,""objects"":3,""invisible"":2,""chaos"":3,""complex"":3}","","","","","","","","","[]"
"","html-button-response","112","403356","0.0-112.0","90602","","","","","","","","","","","","","1119","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","113","404374","0.0-113.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_6_1.jpg","null","","","","","","1","6","2",""
"street view slide show","image-button-response","114","405377","0.0-114.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_6_3.jpg","null","","","","","","1","6","2",""
"street view slide show","image-button-response","115","406386","0.0-115.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_6_2.jpg","null","","","","","","1","6","2",""
"street view slide show","image-button-response","116","407396","0.0-116.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_6_5.jpg","null","","","","","","1","6","2",""
"street view slide show","image-button-response","117","408398","0.0-117.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_6_4.jpg","null","","","","","","1","6","2",""
"sv response","survey","118","422087","0.0-118.0","90602","","","","","","","","","","","","","13682","","{""prompt"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":3,""complex"":2}","","","","","","","","","[]"
"","html-button-response","119","423777","0.0-119.0","90602","","","","","","","","","","","","","1689","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","120","424779","0.0-120.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_5_3.jpg","null","","","","","","1","5","1",""
"street view slide show","image-button-response","121","425786","0.0-121.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_5_1.jpg","null","","","","","","1","5","1",""
"street view slide show","image-button-response","122","426794","0.0-122.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_5_5.jpg","null","","","","","","1","5","1",""
"street view slide show","image-button-response","123","427805","0.0-123.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_5_2.jpg","null","","","","","","1","5","1",""
"street view slide show","image-button-response","124","428816","0.0-124.0","90602","","","","","","","","","","","","","null","./stim/Birmingham_1_5_4.jpg","null","","","","","","1","5","1",""
"sv response","survey","125","453944","0.0-125.0","90602","","","","","","","","","","","","","25119","","{""prompt"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":1,""complex"":4}","","","","","","","","","[]"
"","html-button-response","126","455747","0.0-126.0","90602","","","","","","","","","","","","","1802","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","127","456763","0.0-127.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_5_4.jpg","null","","","","","","1","5","4",""
"street view slide show","image-button-response","128","457768","0.0-128.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_5_5.jpg","null","","","","","","1","5","4",""
"street view slide show","image-button-response","129","458777","0.0-129.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_5_3.jpg","null","","","","","","1","5","4",""
"street view slide show","image-button-response","130","459781","0.0-130.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_5_1.jpg","null","","","","","","1","5","4",""
"street view slide show","image-button-response","131","460787","0.0-131.0","90602","","","","","","","","","","","","","null","./stim/Tauranga_4_5_2.jpg","null","","","","","","1","5","4",""
"sv response","survey","132","474321","0.0-132.0","90602","","","","","","","","","","","","","13524","","{""prompt"":null,""ambiguous"":4,""objects"":4,""invisible"":5,""chaos"":2,""complex"":5}","","","","","","","","","[]"
"","html-button-response","133","475181","0.0-133.0","90602","","","","","","","","","","","","","860","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","134","476184","0.0-134.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_5_2.jpg","null","","","","","","1","5","3",""
"street view slide show","image-button-response","135","477191","0.0-135.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_5_5.jpg","null","","","","","","1","5","3",""
"street view slide show","image-button-response","136","478196","0.0-136.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_5_4.jpg","null","","","","","","1","5","3",""
"street view slide show","image-button-response","137","479209","0.0-137.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_5_1.jpg","null","","","","","","1","5","3",""
"street view slide show","image-button-response","138","480220","0.0-138.0","90602","","","","","","","","","","","","","null","./stim/Szekesfehervar_3_5_3.jpg","null","","","","","","1","5","3",""
"sv response","survey","139","492456","0.0-139.0","90602","","","","","","","","","","","","","12225","","{""prompt"":null,""ambiguous"":3,""objects"":4,""invisible"":2,""chaos"":4,""complex"":3}","","","","","","","","","[]"
"","html-button-response","140","493325","0.0-140.0","90602","","","","","","","","","","","","","868","<div class=""text-container""><h3>Click next to see the next neighborhood.</h3></div><br>","0","","","","","","","","",""
"street view slide show","image-button-response","141","494332","0.0-141.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_5_2.jpg","null","","","","","","1","5","2",""
"street view slide show","image-button-response","142","495341","0.0-142.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_5_3.jpg","null","","","","","","1","5","2",""
"street view slide show","image-button-response","143","496348","0.0-143.0","90602","","","","","","","","","","","","","null","./stim/Hitachi_2_5_1.jpg","null","","","","","","1","5","2",""
