"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group","rt","stimulus","response","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","accuracy","size","culture","loct","number"
"svTrial","survey","10","131106","0.0-2.0-8.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","26815","Tokyo_middle_pos_1_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":3,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","1","sch","1"
"svTrial","survey","11","155297","0.0-2.0-9.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","24178","Kanagawa_middle_sch_7_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":3,""invisible"":4,""chaos"":4,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","pos","7"
"svTrial","survey","12","189456","0.0-2.0-10.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","34148","Ishikawa_large_pos_9_2.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":4,""invisible"":4,""chaos"":3,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","2","pos","9"
"svTrial","survey","13","203991","0.0-2.0-11.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14526","Okinawa_middle_pos_8_3.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":2,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","small","1","pos","8"
"svTrial","survey","14","218600","0.0-2.0-12.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14598","Toyama_middle_pos_6_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":3,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","pos","6"
"svTrial","survey","15","235840","0.0-2.0-13.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","17230","Niigata_middle_sch_6_3.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":3,""invisible"":4,""chaos"":3,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","2","sch","6"
"svTrial","survey","16","282890","0.0-2.0-14.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","47038","Toyama_large_sch_6_0.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":1,""invisible"":4,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","2","sch","6"
"svTrial","survey","17","297466","0.0-2.0-15.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14566","Hokkaido_middle_pos_7_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","sch","7"
"svTrial","survey","18","313105","0.0-2.0-16.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","15631","Toyama_small_pos_1_2.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":5,""invisible"":4,""chaos"":3,""complex"":4}","","","","","","","","","","","","","","","","","[]","small","2","pos","1"
"svTrial","survey","19","327016","0.0-2.0-17.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","13900","Toyama_large_sch_2_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":4,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","pos","2"
"svTrial","survey","20","341634","0.0-2.0-18.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14611","Tokyo_large_sch_5_3.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":1,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","sch","5"
"attention-check","survey","21","348138","0.0-2.0-19.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","6494","","{""P0_Q0"":null,""ambiguous"":null,""objects"":null,""invisible"":null,""chaos"":null,""complex"":null}","","","","","","","","","","","","","","","","","[]","","","",""
"svTrial","survey","22","365609","0.0-2.0-20.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","17463","Hokkaido_large_sch_10_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":2,""chaos"":2,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","pos","10"
"svTrial","survey","23","378099","0.0-2.0-21.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12479","Okinawa_large_pos_11_3.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":4,""invisible"":3,""chaos"":5,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","pos","11"
"svTrial","survey","24","395260","0.0-2.0-22.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","17151","Okinawa_small_pos_1_1.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","1","sch","1"
"svTrial","survey","25","408991","0.0-2.0-23.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","13722","Akita_small_sch_2_0.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":1,""invisible"":4,""chaos"":2,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","2","pos","2"
"svTrial","survey","26","426087","0.0-2.0-24.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","17084","Niigata_small_sch_3_2.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":1,""invisible"":4,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","middle","2","sch","3"
"svTrial","survey","27","441361","0.0-2.0-25.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","15264","Kanagawa_large_sch_10_0.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":4,""invisible"":4,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","pos","10"
"svTrial","survey","28","461782","0.0-2.0-26.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","20410","Niigata_middle_pos_2_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","pos","2"
"svTrial","survey","29","477309","0.0-2.0-27.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","15517","Akita_large_pos_4_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":2,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","2","pos","4"
"svTrial","survey","30","493158","0.0-2.0-28.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","15840","Akita_middle_pos_3_1.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","middle","2","pos","3"
"svTrial","survey","31","517935","0.0-2.0-29.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","24768","Kanagawa_small_pos_4_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":3,""chaos"":3,""complex"":4}","","","","","","","","","","","","","","","","","[]","middle","1","pos","4"
"svTrial","survey","32","532421","0.0-2.0-30.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14474","Tokyo_small_sch_2_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","1","pos","2"
"half-way","html-button-response","33","537595","0.0-2.0-31.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","5169","
<h3>You are now half way through the study.</h3>
<p>Please take a quick, 15-second break before you continue.</p>
<img src='assets/img/countdown-15.gif'>
<p>The study will automatically advance forward after the countdown is complete. However, you may click ""Next"" to advance forward now if you wish.</p>
","0","","","","","","","","","","","","","","","","","","","","",""
"svTrial","survey","34","549369","0.0-2.0-32.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","11762","Ishikawa_small_sch_2_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","large","2","sch","2"
"svTrial","survey","35","562759","0.0-2.0-33.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","13377","Toyama_middle_sch_4_1.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","2","sch","4"
"svTrial","survey","36","575084","0.0-2.0-34.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12303","Tokyo_large_sch_1_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","1","pos","1"
"svTrial","survey","37","592459","0.0-2.0-35.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","17341","Ishikawa_large_pos_12_1.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","sch","12"
"svTrial","survey","38","605671","0.0-2.0-36.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","13198","Kanagawa_large_pos_2_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","pos","2"
"svTrial","survey","39","617542","0.0-2.0-37.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","11859","Niigata_middle_pos_4_0.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","small","2","pos","4"
"svTrial","survey","40","632497","0.0-2.0-38.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14942","Toyama_middle_pos_3_0.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":3,""invisible"":4,""chaos"":4,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","pos","3"
"svTrial","survey","41","647105","0.0-2.0-39.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14599","Toyama_large_pos_2_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":4,""invisible"":3,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","2","sch","2"
"svTrial","survey","42","661272","0.0-2.0-40.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14156","Okinawa_small_sch_2_1.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","middle","1","sch","2"
"svTrial","survey","43","675446","0.0-2.0-41.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14164","Tokyo_large_pos_8_0.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":1,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","1","sch","8"
"svTrial","survey","44","691909","0.0-2.0-42.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","16456","Toyama_middle_sch_6_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","pos","6"
"svTrial","survey","45","700610","0.0-2.0-43.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","8691","Niigata_large_pos_2_1.jpg","{""P0_Q0"":null,""ambiguous"":null,""objects"":null,""invisible"":null,""chaos"":null,""complex"":null}","","","","","","","","","","","","","","","","","[]","middle","2","pos","2"
"svTrial","survey","46","724123","0.0-2.0-44.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","23507","Ishikawa_middle_pos_8_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":3,""chaos"":4,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","sch","8"
"svTrial","survey","47","736838","0.0-2.0-45.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12704","Kanagawa_large_pos_11_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":2,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","pos","11"
"svTrial","survey","48","749682","0.0-2.0-46.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12834","Okinawa_middle_pos_7_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":3,""chaos"":4,""complex"":3}","","","","","","","","","","","","","","","","","[]","middle","1","sch","7"
"svTrial","survey","49","765149","0.0-2.0-47.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","15455","Ishikawa_middle_pos_4_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","sch","4"
"svTrial","survey","50","779358","0.0-2.0-48.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14199","Ishikawa_large_sch_11_1.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","2","pos","11"
"svTrial","survey","51","788746","0.0-2.0-49.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","9379","Tokyo_large_pos_9_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","large","1","pos","9"
"svTrial","survey","52","798811","0.0-2.0-50.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","10056","Akita_middle_pos_7_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","middle","2","pos","7"
"svTrial","survey","53","811757","0.0-2.0-51.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12936","Hokkaido_large_pos_7_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","1","sch","7"
"svTrial","survey","54","825971","0.0-2.0-52.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","14202","Okinawa_large_sch_10_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":1,""invisible"":3,""chaos"":4,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","sch","10"
"svTrial","survey","55","838953","0.0-2.0-53.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","12972","Kanagawa_large_pos_6_1.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","sch","6"
"svTrial","survey","56","858747","0.0-2.0-54.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","19782","Okinawa_middle_sch_5_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":3,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","sch","5"
"svTrial","survey","57","874902","0.0-2.0-55.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","16145","Akita_middle_pos_2_0.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":3,""chaos"":4,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","sch","2"
"demographics","survey-html-form","58","895764","0.0-2.0-56.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","20856","","{""zipcode"":""76201"",""age"":""32"",""sex"":""female"",""gender"":""man"",""gender-self-describe"":"""",""ethnicity"":""latino"",""ethnicity-self-describe"":""""}","","","","","","","","","","","","","","","","","","","","",""
"demographics","survey","59","899440","0.0-2.0-57.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","3657","","{""P0_Q0"":null,""outsideUS"":""No"",""outsideUS_years"":""""}","","","","","","","","","","","","","","","","","[]","","","",""
"end-survey","survey-text","60","901130","0.0-2.0-58.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","1673","","{""Q0"":""""}","","","","","","","","","","","","","","","","","","","","",""
"end-survey","html-button-response","61","910751","0.0-4.0","564f2da09b1249000b7eafd5","65553732575bb29198a888d7","655655c869e65158ed81bc52","8","9616","[""You've reached the end of the survey. <br><br> \n<b>Do not close or refresh this window.</b><br>\nIn the next page, you will see a pop-up like below after a few moment.<br><br>\n<img src='assets/img/chrome.PNG'> <br><br>\nPress the <b>'Leave'</b> button to exit from the experiment without losing your record.<br>\nYou will be automatically redirected to PROLIFIC once you click the <b>'Leave'</b> button. <br><br>""]","0","","","","","","","","","","","","","","","","","","","","",""
