"task","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","group","rt","stimulus","response","width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","success","timeout","failed_images","failed_audio","failed_video","accuracy","size","culture","loct","number"
"svTrial","survey","10","89664","0.0-2.0-8.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","20219","Ishikawa_small_pos_1_0.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","small","2","pos","1"
"svTrial","survey","11","104550","0.0-2.0-9.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","14877","Hokkaido_middle_sch_8_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":2,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","1","pos","8"
"svTrial","survey","12","114761","0.0-2.0-10.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10203","Kanagawa_large_pos_8_3.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":5,""invisible"":null,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","pos","8"
"svTrial","survey","13","129734","0.0-2.0-11.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","14967","Kanagawa_middle_sch_4_3.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":4,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","middle","1","sch","4"
"svTrial","survey","14","144861","0.0-2.0-12.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","15121","Kanagawa_large_sch_1_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":2,""chaos"":2,""complex"":3}","","","","","","","","","","","","","","","","","[]","middle","1","sch","1"
"svTrial","survey","15","156583","0.0-2.0-13.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11717","Akita_small_pos_3_1.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":1,""complex"":null}","","","","","","","","","","","","","","","","","[]","small","2","pos","3"
"svTrial","survey","16","166677","0.0-2.0-14.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10087","Hokkaido_large_pos_8_0.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","small","1","sch","8"
"svTrial","survey","17","174127","0.0-2.0-15.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7444","Akita_small_pos_1_3.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","middle","2","pos","1"
"svTrial","survey","18","189934","0.0-2.0-16.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","15799","Tokyo_middle_sch_4_0.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","sch","4"
"svTrial","survey","19","199262","0.0-2.0-17.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9322","Ishikawa_large_sch_7_1.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":4,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","pos","7"
"svTrial","survey","20","210248","0.0-2.0-18.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10981","Tokyo_large_pos_11_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","small","1","sch","11"
"svTrial","survey","21","219909","0.0-2.0-19.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9656","Ishikawa_middle_sch_6_0.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":3,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","sch","6"
"svTrial","survey","22","236844","0.0-2.0-20.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","16927","Hokkaido_small_sch_1_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","pos","1"
"svTrial","survey","23","244483","0.0-2.0-21.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7633","Tokyo_middle_pos_4_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":5,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","small","1","pos","4"
"svTrial","survey","24","256109","0.0-2.0-22.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11617","Niigata_small_pos_4_0.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":3,""invisible"":3,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","2","sch","4"
"svTrial","survey","25","272345","0.0-2.0-23.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","16230","Hokkaido_large_sch_9_2.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":2,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","sch","9"
"svTrial","survey","26","280177","0.0-2.0-24.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7826","Akita_middle_pos_6_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":1,""invisible"":2,""chaos"":2,""complex"":1}","","","","","","","","","","","","","","","","","[]","large","2","sch","6"
"svTrial","survey","27","291209","0.0-2.0-25.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11024","Ishikawa_middle_sch_7_2.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":4,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","pos","7"
"svTrial","survey","28","299854","0.0-2.0-26.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8637","Ishikawa_middle_sch_3_3.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":2,""invisible"":3,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","sch","3"
"svTrial","survey","29","311564","0.0-2.0-27.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11702","Okinawa_small_sch_3_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":3,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","1","sch","3"
"svTrial","survey","30","320257","0.0-2.0-28.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8686","Hokkaido_large_pos_6_0.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":3,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","1","pos","6"
"svTrial","survey","31","329219","0.0-2.0-29.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8955","Akita_middle_pos_8_0.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":2,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","sch","8"
"half-way","html-button-response","32","334255","0.0-2.0-30.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","5033","
<h3>You are now half way through the study.</h3>
<p>Please take a quick, 15-second break before you continue.</p>
<img src='assets/img/countdown-15.gif'>
<p>The study will automatically advance forward after the countdown is complete. However, you may click ""Next"" to advance forward now if you wish.</p>
","0","","","","","","","","","","","","","","","","","","","","",""
"svTrial","survey","33","342884","0.0-2.0-31.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8625","Tokyo_large_sch_3_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","sch","3"
"svTrial","survey","34","354065","0.0-2.0-32.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11174","Niigata_small_sch_2_2.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","2","sch","2"
"svTrial","survey","35","367173","0.0-2.0-33.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","13102","Toyama_large_sch_7_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":2,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","small","2","sch","7"
"svTrial","survey","36","375694","0.0-2.0-34.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8514","Hokkaido_middle_pos_5_2.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":5,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","middle","1","pos","5"
"svTrial","survey","37","385602","0.0-2.0-35.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9903","Tokyo_large_sch_6_0.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","large","1","sch","6"
"attention-check","survey","38","388558","0.0-2.0-36.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","2949","","{""P0_Q0"":null,""ambiguous"":null,""objects"":null,""invisible"":null,""chaos"":null,""complex"":null}","","","","","","","","","","","","","","","","","[]","","","",""
"svTrial","survey","39","399544","0.0-2.0-37.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10979","Niigata_middle_sch_1_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":4,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","sch","1"
"svTrial","survey","40","409078","0.0-2.0-38.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9528","Okinawa_large_pos_7_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":5,""invisible"":5,""chaos"":4,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","1","sch","7"
"svTrial","survey","41","416837","0.0-2.0-39.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7753","Tokyo_large_sch_4_3.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":5,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","1","pos","4"
"svTrial","survey","42","425964","0.0-2.0-40.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9119","Toyama_middle_sch_2_3.jpg","{""P0_Q0"":null,""ambiguous"":2,""objects"":2,""invisible"":3,""chaos"":2,""complex"":2}","","","","","","","","","","","","","","","","","[]","large","2","pos","2"
"svTrial","survey","43","435095","0.0-2.0-41.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9124","Okinawa_middle_sch_8_3.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":4,""chaos"":4,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","1","sch","8"
"svTrial","survey","44","447615","0.0-2.0-42.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","12513","Akita_middle_sch_3_3.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":3,""invisible"":4,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","pos","3"
"svTrial","survey","45","459130","0.0-2.0-43.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11508","Niigata_large_pos_7_0.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","middle","2","sch","7"
"svTrial","survey","46","471080","0.0-2.0-44.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11944","Hokkaido_small_pos_4_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":3,""invisible"":3,""chaos"":3,""complex"":2}","","","","","","","","","","","","","","","","","[]","small","1","pos","4"
"svTrial","survey","47","480353","0.0-2.0-45.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9267","Toyama_large_sch_3_0.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":5,""chaos"":4,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","2","sch","3"
"svTrial","survey","48","488285","0.0-2.0-46.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7923","Niigata_large_sch_6_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":2,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","small","2","sch","6"
"svTrial","survey","49","497086","0.0-2.0-47.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","8794","Hokkaido_large_sch_7_2.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":1,""invisible"":2,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","large","1","sch","7"
"svTrial","survey","50","508232","0.0-2.0-48.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11140","Niigata_large_sch_12_1.jpg","{""P0_Q0"":null,""ambiguous"":3,""objects"":1,""invisible"":1,""chaos"":1,""complex"":2}","","","","","","","","","","","","","","","","","[]","middle","2","sch","12"
"svTrial","survey","51","518368","0.0-2.0-49.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10129","Akita_middle_pos_4_1.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":4,""invisible"":3,""chaos"":3,""complex"":3}","","","","","","","","","","","","","","","","","[]","large","2","pos","4"
"svTrial","survey","52","528542","0.0-2.0-50.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10169","Ishikawa_small_pos_2_3.jpg","{""P0_Q0"":null,""ambiguous"":1,""objects"":2,""invisible"":1,""chaos"":1,""complex"":1}","","","","","","","","","","","","","","","","","[]","middle","2","pos","2"
"svTrial","survey","53","536030","0.0-2.0-51.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","7482","Tokyo_large_pos_10_0.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":5,""chaos"":5,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","1","sch","10"
"svTrial","survey","54","541352","0.0-2.0-52.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","5315","Ishikawa_middle_pos_5_1.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":5,""chaos"":5,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","2","sch","5"
"svTrial","survey","55","551382","0.0-2.0-53.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","10025","Ishikawa_large_sch_8_2.jpg","{""P0_Q0"":null,""ambiguous"":4,""objects"":5,""invisible"":5,""chaos"":4,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","2","pos","8"
"svTrial","survey","56","560578","0.0-2.0-54.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9189","Tokyo_middle_sch_1_1.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":4,""chaos"":4,""complex"":5}","","","","","","","","","","","","","","","","","[]","large","1","sch","1"
"svTrial","survey","57","572405","0.0-2.0-55.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","11821","Okinawa_middle_pos_5_0.jpg","{""P0_Q0"":null,""ambiguous"":5,""objects"":5,""invisible"":4,""chaos"":4,""complex"":4}","","","","","","","","","","","","","","","","","[]","large","1","sch","5"
"demographics","survey-html-form","58","581608","0.0-2.0-56.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","9201","","{""zipcode"":""45202"",""age"":""38"",""sex"":""female"",""gender"":""woman"",""gender-self-describe"":"""",""ethnicity"":""caucasian"",""ethnicity-self-describe"":""""}","","","","","","","","","","","","","","","","","","","","",""
"demographics","survey","59","585054","0.0-2.0-57.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","3435","","{""P0_Q0"":null,""outsideUS"":""Yes"",""outsideUS_years"":""2""}","","","","","","","","","","","","","","","","","[]","","","",""
"end-survey","survey-text","60","590167","0.0-2.0-58.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","5106","","{""Q0"":""""}","","","","","","","","","","","","","","","","","","","","",""
"end-survey","html-button-response","61","595469","0.0-4.0","59b2d1e1773f41000148789e","65553732575bb29198a888d7","655656d3c0533e422e3f6dca","7","5300","[""You've reached the end of the survey. <br><br> \n<b>Do not close or refresh this window.</b><br>\nIn the next page, you will see a pop-up like below after a few moment.<br><br>\n<img src='assets/img/chrome.PNG'> <br><br>\nPress the <b>'Leave'</b> button to exit from the experiment without losing your record.<br>\nYou will be automatically redirected to PROLIFIC once you click the <b>'Leave'</b> button. <br><br>""]","0","","","","","","","","","","","","","","","","","","","","",""
